atclNo,cortarNo,atclNm,atclStatCd,rletTpCd,uprRletTpCd,rletTpNm,tradTpCd,tradTpNm,vrfcTpCd,flrInfo,prc,rentPrc,hanPrc,spc1,spc2,direction,atclCfmYmd,repImgUrl,repImgTpCd,repImgThumb,lat,lng,atclFetrDesc,tagList,bildNm,minute,sameAddrCnt,sameAddrDirectCnt,sameAddrHash,sameAddrMaxPrc,sameAddrMinPrc,cpid,cpNm,cpCnt,rltrNm,directTradYn,minMviFee,maxMviFee,etRoomCnt,tradePriceHan,tradeRentPrice,tradeCheckedByOwner,cpLinkVO,dtlAddrYn,dtlAddr,sameAddrMaxPrc2,sameAddrMinPrc2,sellrNm
2425927734,1147010300,"신정,신월뉴타운1-3구역",R0,F01,F01,재개발,A1,매매,OWNER,B1/2,32000,0,"3억 2,000",31,0,,24.05.27.,,,,37.520624,126.846381,"시공사 현대 산업개발,최저가격",[],,0,1,0,,,,R114,부동산114,1,라임공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'R114', 'mobileArticleUrl': 'https://m.r114.com/?_c=redirect&_m=ArticleFromNbp&UID=', 'mobileArticleLinkTypeCode': 'ALL', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': True, 'mobileArticleLinkUseAtCpName': True}",N,,,,
2425737475,1147010300,빌라,R0,C02,C03,빌라,B1,전세,OWNER,B1/2,12000,0,"1억 2,000",57,57.03,남서향,24.05.27.,/20240527_48/land_naver_171676865958413pns_JPEG/20240320_120222.jpg,10,f130_98,37.520654,126.84624,버스정류장1분거리 수리되어 깨끗 즉시입주가능,"['25년이상', '소형평수', '방세개']",,0,1,0,,,,bizmk,매경부동산,1,114공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2425720075,1147010300,신안약수,R0,A01,A01,아파트,A1,매매,OWNER,1/10,69000,0,"6억 9,000",104,87.17,남향,24.05.26.,,,,37.516708,126.847165,"대리석바닥,에넥스싱크대,lg샷시 등 올수리,재건축수혜,주인거주상태최상","['25년이상', '올수리', '1층', '방세개']",3동,0,15,0,27A01A1N17394bd25547bd9e5f7eb2ad62bd5b0d03a94989a1e5eb7c73d8a1cecb09e337,7억,"6억 9,000",sunbang,선방,3,해뜨는부동산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'sunbang', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2425816423,1147010300,빌라,R0,C02,C03,빌라,B1,전세,OWNER,중/6,20700,0,2억 700,36,29.7,남동향,24.05.27.,/20240530_121/land_naver_1717031055093mAPv5_JPEG/%C0%A5_%C4%B8%C3%B3_5-1-2023_165752_blog.naver.jpg,10,f130_98,37.520765,126.84437,"2호선 도보10분이내. 공시가이하안심전세.넓은자주식주차.평지,가성비굿","['4년이내', '융자금없는', '화장실한개']",,0,1,0,,,,bizmk,매경부동산,1,프로공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2425749428,1147010300,일반상가,R0,D02,D02,상가,B2,월세,OWNER,3/5,7000,360,"7,000",187,187.07,남향,24.05.27.,,,,37.517609,126.84243,신축상가 3층단독사용 병의원한의원추천 권리금없음 금액조정가능,"['10년이내', '융자금적은', '중층', '주차가능']",,0,2,0,20D02B2N9c704a682eb9bfda9b4b2c1bd030b551f5c5a546744bb7f46ad9f3d52a8af707,"7,000","7,000",bizmk,매경부동산,1,승진공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,360,360,
2425802097,1147010300,빌딩,R0,D03,D03,건물,A1,매매,OWNER,4/-,300000,0,30억,246,363.4,,24.05.27.,,,,37.520759,126.843764,,['25년이내'],,0,1,0,,,,SERVE,부동산써브,1,열린부동산컨설팅공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'SERVE', 'mobileArticleUrl': 'https://www.serve.co.kr/redirect/nland?UID=', 'mobileArticleLinkTypeCode': 'CPNAMEONLY', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': True}",N,,,,
2425696164,1147010300,신안약수,R0,A01,A01,아파트,B2,월세,OWNER,5/10,11500,80,"1억 1,500",104,87.17,남향,24.05.25.,,,,37.517143,126.847328,"채광좋음,상태깨끗,입주협의.","['25년이상', '방세개', '화장실한개', '중층']",1동,0,1,0,,,,bizmk,매경부동산,1,롯데캐슬공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2425609089,1147010300,장수마을동원데자뷰2단지,R0,A01,A01,아파트,A1,매매,OWNER,11/15,80000,0,8억,107,84.01,남향,24.05.25.,,,,37.522389,126.845776,위치좋은 남향 입주협의,"['25년이내', '방세개', '화장실두개', '고층']",201동,0,2,0,23A01A1N545c1e1842881db767397b56df664b063919a8a94143d2872691c823b1eebd66,8억,8억,ten,텐컴즈,2,동원공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'ten', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2425696847,1147010300,신성미소지움3차,R0,A01,A01,아파트,A1,매매,OWNER,4/12,68000,0,"6억 8,000",104,84.8,서향,24.05.25.,/20240525_58/land_naver_1716625875121GYvPj_JPEG/hy5215_1646033687_7.jpg,10,f130_98,37.52289,126.841696,확장형 올수리 상태깔끔 강서초학군 위치좋아요,"['25년이내', '올수리', '방세개']",101동,0,4,0,23A01A1N61eb33545be260c97ec651d611b46f91a43cd3daa519a95f3bdbcb6d0e8126e8,"6억 8,000","6억 8,000",ten,텐컴즈,2,에이스 공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'ten', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2425673476,1147010300,삼익플라주2차,R0,A01,A01,아파트,A1,매매,OWNER,1/13,69000,0,"6억 9,000",104,82.79,남서향,24.05.25.,,,,37.519352,126.841038,방3.화2.자녀키우기 좋은집.베란다 넓음. 정류장과 상가인접 생활권편리.,"['25년이내', '1층', '방세개', '화장실두개']",1동,0,3,0,22A01A1N88e94d2105b4fc2ffc61a1c8b83790eba41ed93ed2879afbb24df7d5fe90970f,"6억 9,000","6억 9,000",bizmk,매경부동산,1,참조은공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2425586443,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,A1,매매,OWNER,3/18,110000,0,11억,110,84.98,남서향,24.05.25.,/20240525_121/land_naver_1716597554753bTI7z_JPEG/KakaoTalk_20230602_150643531.jpg,10,f130_98,37.516503,126.845958,33남서 확장 시스템5대 식세등 풀옵션 탁트이고해잘드는집 멋진저층뷰,"['4년이내', '대단지', '방세개']",305동,0,12,0,24A01A1Nce8c546f3ec2e0ad4c1181cd293e828e15443067a69c76535c46113cd767d69c,11억,11억,bizmk,매경부동산,3,신곡공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2425722784,1147010300,단독,R0,C03,C03,단독/다가구,B1,전세,OWNER,2/2,15000,0,"1억 5,000",56,56.55,동향,24.05.26.,,,,37.51808,126.842841,"방2거실1화1, 다용도실, 대중교통편리, 신곡시장 , 즉시입주가능","['25년이상', '소형평수', '방두개', '화장실한개']",,0,2,0,20C03B1Nd66e14c45afd6fda6e064dc02947a0264aa4ccacb5d8b67f1814acbf58d368ca,"1억 5,000","1억 5,000",bizmk,매경부동산,1,위브캐슬공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426774283,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,A1,매매,OWNER,고/22,120000,0,12억,110,84.98,남동향,24.05.31.,,,,37.516711,126.842697,"확장,에어컨설치,판상형구조,최고의전망,상가이용편리,서부트럭터미널개발발호재","['4년이내', '대단지', '방세개', '화장실두개']",108동,0,8,0,24A01A1N4e5e0bfdc301d80a41dca797f6de24706698f15196ac3bda026c3f65703be712,12억,12억,bizmk,매경부동산,3,둥지부동산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426785165,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,B1,전세,OWNER,중/22,60000,0,6억,109,84.97,남서향,24.05.31.,,,,37.517669,126.84485,탁트인 개방감  귀한 포베이구조 에어컨2 이사협의,"['4년이내', '대단지', '방세개', '화장실두개']",407동,0,18,0,25A01B1N1b14a8bb043ef17e284c6a6f23b34bf92998ac3350672138c4e6f5128728bad0,6억,6억,bizmk,매경부동산,6,부동산랜드현대힐공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426785481,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,B2,월세,OWNER,중/22,40000,80,4억,109,84.97,남서향,24.05.31.,,,,37.517669,126.84485,탁트인 개방감  귀한 포베이구조 에어컨2 이사협의,"['4년이내', '대단지', '방세개', '화장실두개']",407동,0,20,0,25A01B2N1b14a8bb043ef17e284c6a6f23b34bf92998ac3350672138c4e6f5128728bad0,4억,4억,bizmk,매경부동산,6,부동산랜드현대힐공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,100,80,
2426767159,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,A1,매매,OWNER,저/18,89000,0,"8억 9,000",85,59.88,남향,24.05.31.,,,,37.515708,126.845523,급.매. 최저가진행 영구공원뷰 입주및 갭투가능 에어컨2,"['4년이내', '대단지', '방세개', '화장실두개']",304동,0,30,0,24A01A1N8c8940b7169ae43bfd14274da02369ded9e436615fae60c727bff8912bec547f,"8억 9,000","8억 9,000",hkdotcom,한경부동산,8,부동산랜드현대힐공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'hkdotcom', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426786604,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,B1,전세,OWNER,중/18,53000,0,"5억 3,000",85,59.88,남향,24.05.31.,,,,37.515708,126.845523,"계남산 자연뷰 굿,3베이 판상형,확장,시스템에어컨,초등학교인접,입주협의","['4년이내', '대단지', '방세개', '화장실두개']",304동,0,20,0,24A01B1Nd93b3317b0696f74a14318157812fdcaf975eb771bfccf0eae34ca41459ec975,"5억 3,000","5억 3,000",bizmk,매경부동산,7,이안부동산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426768243,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,B2,월세,OWNER,중/16,23000,150,"2억 3,000",85,59.97,남동향,24.05.31.,,,,37.516088,126.841016,"확장,인기있는4베이,입주협의,로얄동로얄층","['4년이내', '대단지', '방세개', '화장실두개']",105동,0,20,0,24A01B2Nfa05fcd381f3237aa6f9b1a619bc73e1b9f8324176935551896c8ba420737e56,"2억 3,000",2억,bizmk,매경부동산,7,명가공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,150,150,
2426778351,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,A1,매매,OWNER,저/23,107000,0,"10억 7,000",110,84.98,남동향,24.05.31.,,,,37.515991,126.842975,"입주및갭투자가능,확장,시스템에어컨,예쁜공원전망,로얄동 중층이상","['4년이내', '대단지', '방세개', '화장실두개']",204동,0,11,0,24A01A1N848287921be31dca4574d680363c21c49f1253abee2058ec33b679271ac36449,"10억 7,000","10억 7,000",NEONET,부동산뱅크,4,둥지부동산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'NEONET', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426775319,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,A1,매매,OWNER,고/21,110000,0,11억,110,84.98,남동향,24.05.31.,,,,37.516281,126.841535,"확장,3베이,입주가능,갭투가능,채광굿,로얄동로얄층","['4년이내', '대단지', '방세개', '화장실두개']",106동,0,14,0,24A01A1N34595b6bc96ea7bce8872576534d8fe8ee8926a110632c07581f3ef4ed0e7bbd,11억,11억,asil,아실,4,명가공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'asil', 'mobileArticleUrl': 'https://asil.kr/app/sale_info.jsp?UID=', 'mobileArticleLinkTypeCode': 'ALL', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': True, 'mobileArticleLinkUseAtCpName': True}",N,,,,
2426775228,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,A1,매매,OWNER,고/21,112000,0,"11억 2,000",110,84.98,남동향,24.05.31.,,,,37.516564,126.842166,"입주및갭투자,확장,시스템에어컨풀,식세기,중문등,탁트인 전망,상가이용편리","['4년이내', '대단지', '방세개', '화장실두개']",107동,0,8,0,24A01A1N8c872c78928f1507637700f7d4d1d0e51eaf1bb90c54254d7d8d029c1aa31db9,"11억 2,000","11억 2,000",bizmk,매경부동산,3,둥지부동산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426764858,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,A1,매매,OWNER,저/20,110000,0,11억,109,84.98,남동향,24.05.31.,,,,37.517841,126.843354,33남동 확장 에어컨 막힘없는예쁜정원뷰 편의시설인접  입주협의,"['4년이내', '대단지', '방세개', '화장실두개']",403동,0,4,0,24A01A1N6955a8f17390d501d14baad770d921347fa220c7aa07f3dace427fccc2c1fa07,11억,11억,bizmk,매경부동산,2,신곡공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426708114,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,B1,전세,OWNER,중/18,62000,0,"6억 2,000",110,84.98,남향,24.05.31.,/20240531_213/land_naver_1717129369258yRBp8_JPEG/af77c428-7078-4577-a87f-2d9274f8ba68.jpg,10,f130_98,37.516503,126.845958,"옵션좋은집,에어컨5대,화이트인테리어,붙박이장,인덕션,주인거주로 날짜협의","['4년이내', '융자금없는', '대단지']",305동,0,16,0,25A01B1N5e030fa64cef8ee75ab68c9e5cc8de13d5c1dddc6badc1cdedf5e78890849ed0,"6억 2,000","6억 2,000",R114,부동산114,7,보석(2695-4985)공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'R114', 'mobileArticleUrl': 'https://m.r114.com/?_c=redirect&_m=ArticleFromNbp&UID=', 'mobileArticleLinkTypeCode': 'ALL', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': True, 'mobileArticleLinkUseAtCpName': True}",N,,,,
2426709331,1147010300,신정뉴타운두산위브,R0,A01,A01,아파트,A1,매매,OWNER,고/20,91000,0,"9억 1,000",110,84.22,남서향,24.05.31.,,,,37.519437,126.846059,33급매 채광좋고 상태깨끗  구올수리  에어컨  입주협의,"['15년이내', '올수리', '급매', '방세개']",105동,0,6,0,30A01A1Nd618c7c50cf1373ca3b9ae55211ffbf2a81b53527b2b2323867f8d3aa2ea8af0,"9억 1,000","9억 1,000",asil,아실,3,부동산CAFE호공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'asil', 'mobileArticleUrl': 'https://asil.kr/app/sale_info.jsp?UID=', 'mobileArticleLinkTypeCode': 'ALL', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': True, 'mobileArticleLinkUseAtCpName': True}",N,,,,
2426731800,1147010300,신월휘버스,R0,A01,A01,아파트,A1,매매,OWNER,저/8,51000,0,"5억 1,000",83,68.83,남동향,24.05.31.,,,,37.519943,126.846187,신정네거리역 2호선 이용 가능  입주 가능,"['25년이내', '방세개', '화장실한개', '세대당1대']",1동,0,1,0,,,,bizmk,매경부동산,1,1번가공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426705947,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,A1,매매,OWNER,중/18,72000,0,"7억 2,000",77,52.85,남동향,24.05.31.,/20240531_131/land_naver_1717129194886Oxk9W_JPEG/1652862120569090.jpg,10,f130_98,37.517163,126.846212,"세끼고매매,확장,에어컨,탁트인전망,집상태최상,지하철도보이용","['4년이내', '대단지', '방두개']",306동,0,12,0,25A01A1N9d95f16166044c70994c0c06fcb40d9297b8f55f72c2a49507accaa0934782c5,"7억 2,000","7억 2,000",NEONET,부동산뱅크,3,둥지부동산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'NEONET', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426753762,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,A1,매매,OWNER,고/16,105000,0,"10억 5,000",110,84.98,남향,24.05.31.,,,,37.51659,126.845391,탁트인뷰 집상태굿 전세안고 갭투추천 시스템4대,"['4년이내', '대단지', '방세개', '화장실두개']",302동,0,11,0,25A01A1N87420fe3cd8b6143d3c92dd0b6553eeda432b9a7bf9d4b50ef3f3b22f8605e63,"10억 5,000","10억 5,000",bizmk,매경부동산,5,부동산랜드현대힐공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426691496,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,B1,전세,OWNER,중/15,62000,0,"6억 2,000",110,84.98,남서향,24.05.31.,/20240531_170/land_naver_1717127194607P6GOV_JPEG/1660535807948589.jpg,10,f130_98,37.516967,126.845094,"막힘없이 트인전망,확장,판상형구조,초등학교가까운동,지하철도보이용","['4년이내', '융자금없는', '대단지']",301동,0,11,0,24A01B1Nbc8fb6270272a261054cd6b7bb39641bc8048d1b87c6971cd4b6155fdc16f211,"6억 2,000","6억 2,000",NEONET,부동산뱅크,3,둥지부동산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'NEONET', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426679131,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,A1,매매,OWNER,고/22,113000,0,"11억 3,000",111,84.96,남서향,24.05.31.,/20240531_37/land_naver_17171252954869H7gI_JPEG/KakaoTalk_20220708_104154668_14.jpg,10,f130_98,37.516711,126.842697,33확장조정가능세안고귀한4베이 트인전망채광최고 시스템3대 편의시설인접,"['4년이내', '대단지', '방세개']",108동,0,4,0,24A01A1N8dde7269d66b9315b7b65ef8ff50fdfcc3f35f67f6a05cd53a367dfcd6fba5ff,"11억 3,000",11억,bizmk,매경부동산,2,현대아이파크공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426686349,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,B1,전세,OWNER,저/15,60000,0,6억,110,84.98,남동향,24.05.31.,/20240531_98/land_naver_1717126261008E5shl_JPEG/1660535807948589.jpg,10,f130_98,37.516967,126.845094,"막힘없이탁트인전망,확장,시스템에어컨,인덕션,집상태최상,로얄동로얄층","['4년이내', '융자금없는', '대단지']",301동,0,5,0,24A01B1N126f0d57f9367297948be00069ffa6a88029ab13eacc5081ae587eb15860ac3b,6억,6억,NEONET,부동산뱅크,3,둥지부동산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'NEONET', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426717123,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,A1,매매,OWNER,저/16,103000,0,"10억 3,000",110,84.98,남동향,24.05.31.,/20240531_237/land_naver_1717131962419Y06bn_JPEG/20200415_151639.jpg,10,f130_98,37.51659,126.845391,"입주가능,특올수리,확장,시스템에어컨,중문,붙박이장등,조명공사,예쁜정원뷰","['4년이내', '올수리', '대단지']",302동,0,15,0,24A01A1Nda54e146e7dda41265c31abb0c46453cbd469a47bb484eb6b7b17fac9a6ff488,"10억 5,000","10억 3,000",bizmk,매경부동산,5,둥지부동산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426704578,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,A1,매매,OWNER,중/14,90000,0,9억,85,59.88,남동향,24.05.31.,/20240531_210/land_naver_17171287907699Ss4K_JPEG/2024053112281564833_40578_ws.jpg,10,f130_98,37.517142,126.845714,25확장 입주및갭투 아늑한정원뷰채광최상 시스템2대 신네역도보가능,"['4년이내', '대단지', '방세개']",307동,0,7,0,24A01A1N9903c51bbc74550052150b77d8e8f28eecd958e33a6448b8d758afda0a8c4ae9,9억,9억,sunbang,선방,4,현대아이파크위브공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'sunbang', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
