area,lat,lng,road_address,address
283,37.481182,127.057478,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
284,37.478524,127.059948,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
285,37.479955,127.056955,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
286,37.477207,127.057147,서울특별시 강남구 개포로 310,서울 강남구 일원동 615
287,37.481182,127.057478,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
288,37.477595,127.056754,서울특별시 강남구 개포로 310,서울 강남구 일원동 741
289,37.481919,127.057858,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
290,37.481919,127.057858,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
291,37.481182,127.057478,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
292,37.478524,127.059948,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
293,37.481182,127.057478,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
294,37.479249,127.057677,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
295,37.477595,127.056754,서울특별시 강남구 개포로 310,서울 강남구 개포동 1282-5
296,37.476888,127.057485,서울특별시 강남구 개포로 310,서울 강남구 일원동 743
297,37.482494,127.058348,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
298,37.481182,127.057478,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
299,37.477207,127.057147,서울특별시 강남구 개포로 310,서울 강남구 일원동 741
300,37.481182,127.057478,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
301,37.477817,127.060435,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
302,37.483139,127.057625,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
303,37.479531,127.060231,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
304,37.483255,127.058313,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
305,37.4779,127.059779,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
306,37.483623,127.061803,서울특별시 강남구 선릉로10길 18-5,서울 강남구 개포동 163-7
307,37.477463,127.059699,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
