atclNo,atclNm,rletTpNm,tradTpNm,flrInfo,prc,rentPrc,hanPrc,spc1,spc2,direction,lat,lng,atclFetrDesc,tagList,bildNm,town
2425187633,대형사무실,사무실,월세,4/6,36500,3100,"3억 6,500",1170,1057.9,북향,37.503706,127.104019,"시작V,더블역세권 신축 첫입주,감각적인외관,넉넉한 주차,개별활용도우수","['2년이내', '융자금없는', '역세권', '중층']",,송파구 석촌동
2425163390,일반상가,상가,월세,1/3,7500,430,"7,500",138,105,남향,37.504582,127.104927,대로변 광고 효과 좋은 상가 급매,"['25년이상', '역세권', '1층', '급매']",,송파구 석촌동
2425175099,빌라,빌라,매매,4/4,60000,0,6억,95,84.98,남향,37.500932,127.099771,,"['25년이내', '역세권', '탑층']",,송파구 석촌동
2425215247,일반상가,상가,월세,3/5,2000,150,"2,000",90,82,남서향,37.505798,127.104708,ON 위치甲 석촌역세권 1층 코너점포,"['25년이상', '역세권', '중층', '관리비20만원이하']",,송파구 석촌동
2425170453,일반상가,상가,월세,1/4,2000,125,"2,000",63,33,남서향,37.500222,127.102219,다양한 업종가능 시설완벽,"['25년이상', '융자금적은', '1층', '관리비10만원이하']",,송파구 석촌동
2425101553,빌라,빌라,월세,5/5,5000,80,"5,000",23,17.74,북서향,37.502162,127.10041,9호선라인 복층 깔끔한 준신축 ,"['4년이내', '융자금없는', '역세권']",,송파구 석촌동
2425138480,빌딩,건물,매매,7/B2,1700000,0,170억,616,2996.99,,37.500431,127.1057,송파구 석촌동 도로변 빌딩,['25년이상'],,송파구 석촌동
2425144772,빌딩,건물,매매,4/B1,380000,0,38억,173,396.85,,37.502387,127.101145,"석촌고분역, 석촌역 더블역세권, 21년 리노베이션, 투자수익 추천","['25년이상', '역세권']",,송파구 석촌동
2425141128,빌딩,건물,매매,3/B1,1390000,0,139억,441,492.56,,37.502397,127.099123,석초고분역 초역세권 대로변 가시성 및 토지가치 최상 합리적인 매매가,"['25년이상', '역세권']",,송파구 석촌동
2425080727,일반원룸,원룸,전세,4/5,20000,0,2억,20,15.15,남향,37.502162,127.10041,"깔끔한 풀옵션 분리형원룸, 채광 좋습니다.","['4년이내', '역세권', '세대분리']",,송파구 석촌동
2425117566,빌라,빌라,월세,5/6,20000,52,2억,39,29.6,동향,37.504037,127.099115,"석촌고분역 3분 거리, 깔끔한 풀옵션 투룸, 채광 좋습니다.","['10년이내', '융자금없는', '역세권']",,송파구 석촌동
2425102023,빌라,빌라,매매,6/6,100000,0,10억,52,44.6,북동향,37.505416,127.098153," 테라스2개, 어마어마한 크기의 신축 방4화2공간을 누리세요 ","['2년이내', '테라스', '역세권']",,송파구 석촌동
2424970284,일반원룸,원룸,월세,3/3,13500,12,"1억 3,500",99,17,남향,37.505349,127.099859,석촌호수앞 풀옵션 원룸입니다. 전세대출가능합니다. 9호선 도보5분,"['25년이내', '융자금없는', '화장실한개', '방한개']",,송파구 석촌동
2424382591,석촌호수효성해링턴타워(도시형),아파트,매매,저/22,22000,0,"2억 2,000",29,15.83,남향,37.506555,127.100381,저렴한 석촌호수가에 원룸복층형 풀옵션 남향으로 투자가치 양호한 급매물건임,"['10년이내', '복층', '급매']",1동,송파구 석촌동
2423147332,석촌호수나인파크,오피스텔,월세,5/22,1000,85,"1,000",59,19.34,남향,37.506293,127.098912,석촌호수 서호 앞 남향 풀옵션 복층 업무용  오피스텔  즉시입주 월세,"['10년이내', '융자금없는', '복층']",A동,송파구 석촌동
2424929067,일반원룸,원룸,월세,2/4,2000,65,"2,000",99,30,북동향,37.507498,127.104368,석촌호수앞 위치좋은 풀옵션 원룸입니다. 즉시입주가능합니다.,"['25년이상', '융자금없는', '역세권']",,송파구 석촌동
2424960891,일반원룸,원룸,월세,5/6,20000,52,2억,42,29.6,서향,37.504037,127.099115,석촌고분역 5분 준신축 풀옵션 무료주차1대 투룸,"['10년이내', '역세권', '화장실한개']",,송파구 석촌동
2425072907,빌라,빌라,매매,2/5,42000,0,"4억 2,000",54,46.56,북동향,37.50511,127.103661,,"['25년이내', '역세권', '화장실한개', '소형평수']",,송파구 석촌동
2425078127,빌라,빌라,월세,5/5,5000,80,"5,000",24,17.74,남향,37.502162,127.10041,"단독테라스, 풀옵션 복층, 석촌고분역 3분 거리, 채광 좋습니다.","['4년이내', '테라스', '역세권']",,송파구 석촌동
2425081528,일반상가,상가,월세,1/4,2000,100,"2,000",23,23.1,북향,37.500801,127.098915,1층 무권리 코너상가,"['25년이상', '융자금없는', '역세권', '1층']",,송파구 석촌동
2425083268,일반상가,상가,월세,1/6,36500,3100,"3억 6,500",1170,958.7,북향,37.503706,127.104019,석촌역 더블 역세권 신축 층고높은 건물 통임대 전용300 분할임대가능,"['2년이내', '융자금없는', '역세권', '1층']",,송파구 석촌동
2425098322,중소형사무실,사무실,월세,2/5,2000,150,"2,000",156,80,동향,37.505205,127.104883,,"['25년이내', '융자금없는', '역세권', '중층']",,송파구 석촌동
2425096129,빌라,빌라,월세,3/6,20000,27,2억,25,18.95,남향,37.504037,127.099115,준신축 EV 원룸원거실 풀옵션 허그버팀목가능,"['10년이내', '융자금없는', '역세권']",,송파구 석촌동
2425095680,빌라,빌라,매매,2/6,38000,0,"3억 8,000",36,29.58,남향,37.501376,127.098477,석촌고분역 도보5분여거리의 준신축6년차,"['10년이내', '역세권', '화장실한개', '소형평수']",,송파구 석촌동
2425090352,기타,건물,매매,2/B1,265000,0,"26억 5,000",182,249.22,,37.504883,127.099958,석촌호수 신축부지 추천,"['25년이상', '역세권']",,송파구 석촌동
2425059632,중소형사무실,사무실,매매,1/9,210000,0,21억,153,75.25,남향,37.500395,127.104074,주상복합 대로변 유동인구 많은 대박상권 2개호실 매매,"['10년이내', '1층', '주차가능', '엘리베이터']",,송파구 석촌동
